City,Description,Temperature (F),Feels Like (F),Minimum Temperature (F),Maximum Temperature (F),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Manchester,broken clouds,44.07800000000007,40.766000000000005,42.27800000000006,45.158,997,89,2.57,2023-12-07 22:48:38,2023-12-07 08:09:46,2023-12-07 15:51:02
