City,Description,Temperature (F),Feels Like (F),Minimum Temperature (F),Maximum Temperature (F),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Manchester,overcast clouds,45.518000000000086,43.23200000000001,43.483999999999995,47.84000000000002,999,90,2.06,2023-12-08 10:00:07,2023-12-08 08:11:02,2023-12-08 15:50:37
