City,Description,Temperature (F),Feels Like (F),Minimum Temperature (F),Maximum Temperature (F),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Manchester,overcast clouds,45.64400000000008,43.37600000000009,43.16000000000008,47.372000000000035,998,86,2.06,2023-12-08 09:40:17,2023-12-08 08:11:02,2023-12-08 15:50:37
